retweetContacts,commentContacts,quoteContacts,otherContacts,sumContacts
267,1,0,0,268
1,0,0,0,1
129,4,2,0,135
5,0,0,0,5
248,7,4,0,259
13,0,0,0,13
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
72,2,0,0,74
3,0,0,0,3
1,0,0,0,1
467,0,0,0,467
3,0,0,0,3
74,0,0,0,74
2,0,0,0,2
1,0,0,0,1
82,4,2,0,88
1,0,0,0,1
39,0,0,0,39
8,0,0,0,8
29,3,0,0,32
1,0,0,0,1
19,0,0,0,19
1,0,0,0,1
2,0,0,0,2
22,0,1,0,23
1,0,0,0,1
2,0,0,0,2
512,32,1,0,545
2,0,0,0,2
2,0,0,0,2
9,0,0,0,9
1,0,0,0,1
1,0,0,0,1
56,23,20,0,99
1,1,0,0,2
22,7,0,0,29
2,0,0,0,2
1,0,0,0,1
132,2,0,0,134
1,0,0,0,1
87,2,5,0,94
5,0,0,0,5
8,0,0,0,8
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
1,4,0,0,5
1,0,0,0,1
1,0,0,0,1
66,0,0,0,66
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
16,1,0,0,17
1,0,0,0,1
2,2,0,0,4
22,0,0,0,22
1,13,0,0,14
1,0,0,0,1
27,29,0,0,56
2,0,0,0,2
5,0,0,0,5
1,0,0,0,1
11,0,0,0,11
768,13,0,0,781
1,0,0,0,1
7,0,0,0,7
140,0,0,0,140
115,135,17,0,267
6,0,0,0,6
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
68,6,1,0,75
1,0,0,0,1
58,261,0,0,319
5,0,0,0,5
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
38,0,0,0,38
1,0,0,0,1
1,0,0,0,1
28,0,0,0,28
1,0,0,0,1
4,0,0,0,4
2,0,0,0,2
16,21,1,0,38
2,0,0,0,2
8,0,0,0,8
1,0,0,0,1
88,1,0,0,89
1,0,0,0,1
12,0,0,0,12
1,0,0,0,1
31,3,3,0,37
3,0,0,0,3
1,0,0,0,1
32,2,0,0,34
2,0,0,0,2
218,5,0,0,223
5,0,0,0,5
186,5,2,0,193
5,0,0,0,5
18,6,0,0,24
1,0,0,0,1
24,0,0,0,24
1,0,0,0,1
8,20,0,0,28
2,0,0,0,2
392,8,1,0,401
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
159,75,13,0,247
4,0,0,0,4
1,0,0,0,1
19,5,1,0,25
1,0,0,0,1
2,0,0,0,2
26,0,0,0,26
7,1,0,0,8
1,0,0,0,1
83,2,0,0,85
1,0,0,0,1
130,1,0,0,131
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
276,23,6,0,305
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
89,51,7,0,147
34,0,0,0,34
567,109,13,0,689
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
476,6,1,0,483
1,0,0,0,1
3,8,0,0,11
6,0,0,0,6
2,0,0,0,2
11,39,1,0,51
8,0,0,0,8
582,8,5,0,595
1,0,0,0,1
28,0,0,0,28
2,0,0,0,2
9,0,0,0,9
3,0,0,0,3
4,0,0,0,4
36,0,0,0,36
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
24,10,0,0,34
4,0,0,0,4
6,0,0,0,6
2,0,0,0,2
1,0,0,0,1
118,4,0,0,122
12,1,1,0,14
1,0,0,0,1
132,14,1,0,147
199,67,5,0,271
1,0,0,0,1
7,0,0,0,7
4,0,0,0,4
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
20,0,0,0,20
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
9,0,0,0,9
1,0,0,0,1
42,0,0,0,42
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
120,4,0,0,124
4,0,0,0,4
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
99,0,0,0,99
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
168,40,4,0,212
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
30,0,2,0,32
1,0,0,0,1
336,107,7,0,450
2,0,0,0,2
19,0,3,0,22
1,0,0,0,1
41,15,3,0,59
1,0,0,0,1
1,0,0,0,1
179,13,1,0,193
1,0,0,0,1
1,0,0,0,1
1,3,0,0,4
40,10,0,0,50
1,0,0,0,1
2,0,0,0,2
6,0,1,0,7
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
12,5,0,0,17
1,0,0,0,1
149,3,1,0,153
1,0,0,0,1
2,0,0,0,2
6,0,0,0,6
136,6,0,0,142
8,1,0,0,9
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
7,1,1,0,9
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
15,0,0,0,15
1,0,0,0,1
260,4,0,0,264
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
546,3,1,0,550
19,1,4,0,24
11,0,0,0,11
1,0,0,0,1
57,0,0,0,57
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
7,0,0,0,7
1,0,0,0,1
170,0,0,0,170
2,0,0,0,2
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
75,0,0,0,75
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
40,71,5,0,116
1,0,0,0,1
2,0,0,0,2
54,0,0,0,54
2,0,0,0,2
2,0,0,0,2
363,21,1,0,385
2,0,0,0,2
2,0,0,0,2
2,0,0,0,2
275,25,2,0,302
1,0,0,0,1
31,3,0,0,34
1,0,0,0,1
74,1,2,0,77
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
183,24,13,0,220
2,0,0,0,2
10,36,0,0,46
12,0,0,0,12
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
74,649,0,0,723
1,0,0,0,1
628,0,0,0,628
1,0,0,0,1
1,0,0,0,1
13,0,0,0,13
1,0,0,0,1
113,6,0,0,119
1,6,0,0,7
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,65,0,0,67
74,0,1,0,75
2,0,0,0,2
89,13,9,0,111
5,0,0,0,5
353,15,1,0,369
5,0,0,0,5
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
5,0,0,0,5
341,2,5,0,348
3,0,0,0,3
20,1,0,0,21
2,0,0,0,2
5,0,0,0,5
44,6,0,0,50
1,0,0,0,1
77,6,0,0,83
6,0,0,0,6
9,0,0,0,9
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
18,0,0,0,18
3,0,0,0,3
56,0,0,0,56
1,0,0,0,1
323,0,0,0,323
1,0,0,0,1
13,1,0,0,14
1,0,0,0,1
2,2,0,0,4
9,10,2,0,21
1,0,0,0,1
146,56,1,0,203
2,0,0,0,2
1,0,0,0,1
104,65,0,0,169
1,0,0,0,1
696,14,0,0,710
1,0,0,0,1
1,0,0,0,1
86,1,0,0,87
7,0,0,0,7
4,0,0,0,4
1,0,0,0,1
125,8,0,0,133
1,0,0,0,1
77,3,0,0,80
1,0,0,0,1
41,4,0,0,45
278,0,0,0,278
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
3,2,0,0,5
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
25,3,0,0,28
1,0,0,0,1
1,0,0,0,1
2,1,0,0,3
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
365,11,1,0,377
2,0,0,0,2
165,7,0,0,172
1,0,0,0,1
89,16,4,0,109
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
13,3,0,0,16
1,0,0,0,1
130,89,28,0,247
15,1,1,0,17
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
52,0,0,0,52
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
13,687,1,0,701
85,2,4,0,91
2,0,0,0,2
92,0,0,0,92
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
121,22,8,0,151
1,0,0,0,1
1,0,0,0,1
4,3,0,0,7
77,0,0,0,77
2,0,0,0,2
158,0,0,0,158
1,0,0,0,1
3,0,0,0,3
35,0,0,0,35
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
137,52,1,0,190
8,4,0,0,12
5,0,0,0,5
2,0,0,0,2
1,0,0,0,1
4,0,0,0,4
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
126,0,1,0,127
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
23,0,0,0,23
1,0,0,0,1
209,0,0,0,209
1,0,0,0,1
375,2,1,0,378
1,0,0,0,1
24,0,0,0,24
22,0,1,0,23
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
5,0,0,0,5
238,16,12,0,266
8,2,0,0,10
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
104,2,2,0,108
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
3,0,0,0,3
5,2,0,0,7
1,0,0,0,1
1,0,0,0,1
20,5,0,0,25
1,0,0,0,1
11,0,0,0,11
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
6,26,0,0,32
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
244,60,3,0,307
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
3,7,0,0,10
309,26,2,0,337
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
53,2,0,0,55
11,2,0,0,13
1,0,0,0,1
47,0,0,0,47
1,0,0,0,1
85,0,0,0,85
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
13,0,0,0,13
1,0,0,0,1
254,0,0,0,254
1,0,0,0,1
161,25,4,0,190
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
28,12,0,0,40
445,0,0,0,445
1,0,0,0,1
29,1,0,0,30
1,0,0,0,1
763,53,23,0,839
4,30,0,0,34
136,3,0,0,139
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
3,0,0,0,3
125,5,1,0,131
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,1,0,3
3,0,0,0,3
420,2,0,0,422
2,0,0,0,2
4,0,0,0,4
193,8,1,0,202
1,0,0,0,1
4,0,2,0,6
5,0,0,0,5
3,0,0,0,3
63,0,0,0,63
4,0,0,0,4
2,0,0,0,2
115,0,0,0,115
1,0,0,0,1
10,6,0,0,16
5,23,0,0,28
44,0,0,0,44
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
138,0,0,0,138
2,0,0,0,2
37,0,0,0,37
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
19,8,3,0,30
21,0,0,0,21
1,0,0,0,1
1,0,0,0,1
46,0,0,0,46
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
3,0,0,0,3
1,0,0,0,1
21,0,0,0,21
3,0,0,0,3
113,1,0,0,114
1,0,0,0,1
4,6,0,0,10
2,0,0,0,2
7,0,0,0,7
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
317,1,0,0,318
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
90,31,0,0,121
10,30,1,0,41
1,0,0,0,1
11,0,0,0,11
2,0,0,0,2
4,0,1,0,5
3,0,0,0,3
1,0,0,0,1
68,2,0,0,70
10,0,0,0,10
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
282,8,1,0,291
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
54,12,0,0,66
6,0,0,0,6
32,0,0,0,32
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,68,1,0,71
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
1,4,1,0,6
1,0,0,0,1
1,1,0,0,2
2,3,1,0,6
60,4,0,0,64
1,0,0,0,1
46,3,1,0,50
2,0,0,0,2
77,6,0,0,83
6,3,1,0,10
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
57,6,1,0,64
1,0,0,0,1
3,0,0,0,3
3,0,0,0,3
1,0,0,0,1
40,0,0,0,40
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
11,0,0,0,11
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
6,0,0,0,6
5,0,0,0,5
1,0,0,0,1
4,0,0,0,4
1,33,0,0,34
7,133,4,0,144
1,0,0,0,1
5,8,0,0,13
3,0,0,0,3
78,1,3,0,82
3,0,0,0,3
57,67,11,0,135
4,0,0,0,4
12,0,1,0,13
2,0,0,0,2
3,0,0,0,3
5,0,0,0,5
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
2,0,0,0,2
117,4,1,0,122
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
102,0,0,0,102
1,0,0,0,1
8,3,0,0,11
3,0,0,0,3
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
120,104,3,0,227
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
155,4,0,0,159
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
145,11,2,0,158
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
22,3,0,0,25
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,2,0,0,3
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
20,0,0,0,20
20,0,0,0,20
94,1,0,0,95
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
36,3,1,0,40
1,4,1,0,6
63,28,1,0,92
27,0,0,0,27
1,0,0,0,1
114,597,0,0,711
1,0,0,0,1
9,0,0,0,9
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
2,0,0,0,2
32,47,0,0,79
1,0,0,0,1
12,2,0,0,14
91,0,0,0,91
1,0,0,0,1
3,0,0,0,3
55,0,0,0,55
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
105,22,0,0,127
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
32,0,0,0,32
46,0,0,0,46
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
2,0,0,0,2
22,0,0,0,22
12,1,0,0,13
3,0,0,0,3
34,18,3,0,55
2,0,0,0,2
133,5,2,0,140
29,6,0,0,35
81,2,1,0,84
1,0,0,0,1
33,18,12,0,63
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
388,12,1,0,401
1,0,0,0,1
1,0,0,0,1
209,3,0,0,212
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
6,0,0,0,6
11,3,0,0,14
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
29,0,0,0,29
2,0,0,0,2
2,0,0,0,2
3,0,0,0,3
9,0,0,0,9
5,0,0,0,5
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
4,0,0,0,4
3,0,0,0,3
6,0,0,0,6
31,0,0,0,31
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
451,5,0,0,456
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
17,2,0,0,19
32,0,0,0,32
29,28,1,0,58
5,0,0,0,5
1,0,0,0,1
37,27,1,0,65
6,0,0,0,6
2,0,0,0,2
7,0,1,0,8
4,0,0,0,4
2,0,0,0,2
3,0,0,0,3
6,5,2,0,13
2,0,0,0,2
6,0,0,0,6
1,0,0,0,1
3,0,0,0,3
2,0,0,0,2
2,0,0,0,2
21,120,3,0,144
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
9,0,0,0,9
5,9,1,0,15
1,0,0,0,1
6,0,0,0,6
4,0,0,0,4
266,42,3,0,311
1,0,0,0,1
1,0,0,0,1
16,1,0,0,17
1,0,0,0,1
165,1,1,0,167
2,1,1,0,4
1,1,1,0,3
1,0,0,0,1
1,0,0,0,1
493,4,4,0,501
4,0,0,0,4
110,19,2,0,131
1,0,0,0,1
61,1,0,0,62
1,0,0,0,1
380,10,5,0,395
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
82,15,2,0,99
2,0,0,0,2
4,0,0,0,4
4,0,0,0,4
16,0,0,0,16
1,0,0,0,1
6,0,0,0,6
5,0,0,0,5
16,0,0,0,16
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
23,0,0,0,23
1,0,0,0,1
18,50,0,0,68
4,0,0,0,4
2,0,0,0,2
4,0,0,0,4
1,0,0,0,1
22,3,0,0,25
1,0,0,0,1
7,0,0,0,7
4,0,0,0,4
4,0,0,0,4
64,6,0,0,70
1,0,0,0,1
1,0,0,0,1
13,0,0,0,13
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
3,1,0,0,4
4,0,0,0,4
29,0,2,0,31
15,0,0,0,15
87,0,0,0,87
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
11,0,0,0,11
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
4,1,0,0,5
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
41,1,0,0,42
2,0,0,0,2
103,6,3,0,112
2,0,0,0,2
6,0,0,0,6
68,0,0,0,68
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
10,0,0,0,10
79,53,7,0,139
43,0,1,0,44
1,0,0,0,1
1,0,0,0,1
14,90,1,0,105
3,0,0,0,3
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
21,2,0,0,23
3,0,0,0,3
16,0,0,0,16
1,0,0,0,1
1,0,0,0,1
1,4,0,0,5
39,2,5,0,46
1,0,0,0,1
15,0,0,0,15
4,0,0,0,4
1,1,0,0,2
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
7,2,0,0,9
1,0,0,0,1
44,0,0,0,44
54,1,0,0,55
262,136,12,0,410
2,0,0,0,2
16,0,0,0,16
3,0,0,0,3
28,0,0,0,28
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
3,1,0,0,4
3,0,0,0,3
136,7,3,0,146
1,0,0,0,1
159,0,0,0,159
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,17,0,0,18
1,0,0,0,1
55,0,0,0,55
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
9,0,0,0,9
1,0,0,0,1
4,0,0,0,4
1,2,0,0,3
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
4,25,0,0,29
4,0,0,0,4
2,0,0,0,2
7,0,0,0,7
128,63,4,0,195
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
5,0,0,0,5
2,0,0,0,2
1,0,0,0,1
106,0,0,0,106
1,0,0,0,1
35,4,1,0,40
1,0,0,0,1
1,0,0,0,1
160,1,0,0,161
2,0,0,0,2
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
3,52,2,0,57
19,4,0,0,23
1,0,0,0,1
43,0,0,0,43
1,0,0,0,1
24,6,0,0,30
1,0,0,0,1
2,0,0,0,2
7,0,0,0,7
36,1,0,0,37
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
2,2,0,0,4
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
16,1,1,0,18
1,0,0,0,1
3,0,0,0,3
5,8,1,0,14
1,0,0,0,1
16,0,0,0,16
12,0,0,0,12
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
59,11,0,0,70
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
12,0,0,0,12
1,0,0,0,1
5,0,0,0,5
271,11,4,0,286
4,4,2,0,10
25,3,0,0,28
27,0,1,0,28
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
24,7,0,0,31
15,0,0,0,15
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
39,3,1,0,43
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
19,0,0,0,19
2,0,0,0,2
116,37,7,0,160
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
47,9,0,0,56
1,0,0,0,1
2,1,1,0,4
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
390,12,21,0,423
4,0,0,0,4
1,0,0,0,1
2,0,0,0,2
56,22,8,0,86
4,0,0,0,4
1,0,0,0,1
80,17,2,0,99
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
10,0,0,0,10
1,0,0,0,1
12,0,0,0,12
4,0,0,0,4
8,21,2,0,31
2,0,0,0,2
283,31,18,0,332
4,0,0,0,4
1,0,0,0,1
10,0,0,0,10
15,2,0,0,17
5,0,0,0,5
2,0,0,0,2
13,17,1,0,31
98,0,0,0,98
1,0,0,0,1
2,0,0,0,2
116,1,0,0,117
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
9,25,1,0,35
18,22,2,0,42
2,0,0,0,2
2,0,0,0,2
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
44,2,0,0,46
1,0,0,0,1
8,0,0,0,8
1,2,0,0,3
285,57,1,0,343
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
134,33,1,0,168
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
19,0,1,0,20
1,0,0,0,1
322,8,0,0,330
1,0,0,0,1
1,0,0,0,1
1,3,0,0,4
21,0,0,0,21
2,0,0,0,2
2,0,0,0,2
4,1,0,0,5
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
228,5,1,0,234
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,3,0,0,4
2,0,0,0,2
2,0,0,0,2
67,0,1,0,68
1,0,0,0,1
28,0,0,0,28
1,0,0,0,1
247,1,0,0,248
1,0,0,0,1
49,0,0,0,49
1,0,0,0,1
1,0,0,0,1
15,0,0,0,15
3,0,0,0,3
4,1,0,0,5
42,12,2,0,56
5,10,3,0,18
5,0,0,0,5
1,0,0,0,1
2,0,0,0,2
14,0,0,0,14
98,5,0,0,103
7,1,0,0,8
3,0,0,0,3
2,0,0,0,2
69,1,0,0,70
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
97,45,0,0,142
1,0,0,0,1
8,1,0,0,9
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
56,14,1,0,71
1,0,0,0,1
1,0,0,0,1
