retweetContacts,commentContacts,quoteContacts,otherContacts,sumContacts
122,10,3,0,135
2,0,0,0,2
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
17,4,0,0,21
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
99,0,0,0,99
8,0,0,0,8
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
6,0,0,0,6
2,0,0,0,2
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
14,0,0,0,14
2,0,0,0,2
2,0,0,0,2
38,0,0,0,38
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
5,0,0,0,5
3,0,0,0,3
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
25,0,0,0,25
1,0,0,0,1
3,0,0,0,3
4,1,0,0,5
2,0,0,0,2
1,0,0,0,1
6,0,0,0,6
5,6,1,0,12
4,0,0,0,4
4,0,0,0,4
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
34,0,2,0,36
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
32,0,0,0,32
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
11,0,0,0,11
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
44,0,0,0,44
2,0,0,0,2
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
28,5,0,0,33
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
14,0,0,0,14
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
55,0,0,0,55
11,18,0,0,29
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
7,3,2,0,12
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
1,0,0,0,1
1,0,0,0,1
20,23,0,0,43
2,0,0,0,2
7,3,0,0,10
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
9,0,0,0,9
2,0,0,0,2
1,0,0,0,1
3,1,0,0,4
1,0,0,0,1
3,0,0,0,3
8,24,0,0,32
17,43,1,0,61
5,0,0,0,5
1,0,0,0,1
2,0,0,0,2
6,1,0,0,7
1,0,0,0,1
3,0,0,0,3
2,1,0,0,3
3,0,0,0,3
1,0,0,0,1
24,0,0,0,24
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
2,20,0,0,22
1,1,0,0,2
2,0,0,0,2
2,0,0,0,2
4,0,0,0,4
2,0,0,0,2
2,0,0,0,2
2,1,0,0,3
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
30,0,1,0,31
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
35,3,1,0,39
2,0,0,0,2
3,0,0,0,3
2,0,0,0,2
2,0,0,0,2
10,0,0,0,10
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
37,0,0,0,37
1,0,0,0,1
3,0,0,0,3
2,32,0,0,34
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
2,0,0,0,2
11,0,0,0,11
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
4,3,0,0,7
3,0,0,0,3
14,0,2,0,16
9,30,1,0,40
1,0,0,0,1
1,0,0,0,1
4,53,0,0,57
5,0,0,0,5
11,0,0,0,11
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
7,0,0,0,7
4,0,0,0,4
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
12,0,0,0,12
2,0,0,0,2
1,0,0,0,1
1,1,0,0,2
10,1,1,0,12
1,0,0,0,1
13,0,0,0,13
3,0,0,0,3
3,0,1,0,4
6,0,0,0,6
14,2,0,0,16
2,4,0,0,6
1,0,0,0,1
3,4,0,0,7
9,1,0,0,10
2,0,0,0,2
7,0,0,0,7
3,0,0,0,3
1,0,0,0,1
6,0,1,0,7
12,0,0,0,12
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
77,0,0,0,77
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
8,1,0,0,9
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,2,0,0,4
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
60,3,0,0,63
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
11,0,0,0,11
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
88,0,1,0,89
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
47,4,1,0,52
3,0,0,0,3
2,3,0,0,5
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
10,0,0,0,10
3,0,0,0,3
3,0,0,0,3
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
49,5,1,0,55
1,0,0,0,1
17,0,0,0,17
2,15,0,0,17
1,0,0,0,1
1,23,0,0,24
1,0,0,0,1
1,0,0,0,1
15,19,1,0,35
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
7,0,0,0,7
1,0,0,0,1
27,0,2,0,29
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
47,0,0,0,47
1,1,0,0,2
1,0,0,0,1
10,10,0,0,20
1,0,0,0,1
4,0,0,0,4
11,1,1,0,13
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
10,0,0,0,10
3,0,0,0,3
1,7,0,0,8
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
2,1,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
36,21,0,0,57
10,3,0,0,13
3,0,0,0,3
1,0,0,0,1
87,0,0,0,87
1,33,0,0,34
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,1,1,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,3,0,0,4
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
43,4,0,0,47
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
4,0,0,0,4
1,0,0,0,1
41,3,0,0,44
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
3,0,0,0,3
1,0,0,0,1
5,0,0,0,5
5,8,2,0,15
5,0,0,0,5
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
14,1,0,0,15
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,6,1,0,9
1,0,0,0,1
1,0,0,0,1
52,0,0,0,52
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
5,0,0,0,5
2,0,0,0,2
1,0,0,0,1
5,1,1,0,7
1,0,0,0,1
20,0,1,0,21
1,0,0,0,1
1,0,0,0,1
35,0,0,0,35
3,6,3,0,12
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
2,12,0,0,14
1,0,0,0,1
11,6,0,0,17
2,0,0,0,2
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
12,0,0,0,12
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
24,3,0,0,27
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
58,8,2,0,68
2,0,0,0,2
41,0,0,0,41
1,0,0,0,1
23,0,0,0,23
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
3,0,0,0,3
1,0,0,0,1
43,3,1,0,47
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
96,0,0,0,96
19,0,0,0,19
2,0,0,0,2
2,0,0,0,2
8,3,0,0,11
1,0,0,0,1
1,0,0,0,1
2,15,1,0,18
2,0,0,0,2
100,108,6,0,214
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
4,2,0,0,6
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
57,0,0,0,57
1,0,0,0,1
1,0,0,0,1
2,8,4,0,14
14,0,0,0,14
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
2,0,0,0,2
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
1,3,0,0,4
16,0,0,0,16
1,0,0,0,1
4,0,0,0,4
14,0,0,0,14
1,0,0,0,1
1,0,0,0,1
3,5,0,0,8
1,0,0,0,1
4,32,0,0,36
5,0,0,0,5
59,7,0,0,66
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
6,0,0,0,6
1,0,0,0,1
18,4,4,0,26
2,0,0,0,2
6,5,0,0,11
96,0,0,0,96
1,0,0,0,1
5,1,0,0,6
1,0,0,0,1
3,0,0,0,3
72,2,0,0,74
2,0,0,0,2
33,2,1,0,36
3,5,0,0,8
5,0,0,0,5
4,0,0,0,4
5,0,0,0,5
1,0,0,0,1
17,0,0,0,17
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
89,23,10,0,122
5,0,0,0,5
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
5,0,0,0,5
2,0,0,0,2
1,0,0,0,1
31,0,0,0,31
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
21,2,2,0,25
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
18,1,0,0,19
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
17,0,0,0,17
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
1,0,0,0,1
2,0,0,0,2
8,1,3,0,12
11,29,6,0,46
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
43,41,2,0,86
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
12,3,1,0,16
63,0,0,0,63
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
18,0,0,0,18
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
2,0,0,0,2
29,3,0,0,32
1,0,0,0,1
9,4,0,0,13
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
7,0,0,0,7
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
8,0,0,0,8
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
9,0,0,0,9
1,0,0,0,1
9,28,1,0,38
1,0,0,0,1
6,0,0,0,6
18,0,0,0,18
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
3,0,0,0,3
2,0,0,0,2
8,7,0,0,15
1,0,0,0,1
65,3,1,0,69
2,0,0,0,2
2,2,0,0,4
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
26,8,0,0,34
3,0,0,0,3
6,0,0,0,6
4,0,0,0,4
1,0,0,0,1
10,0,0,0,10
2,0,0,0,2
1,0,0,0,1
50,5,0,0,55
1,0,0,0,1
5,0,0,0,5
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
30,0,1,0,31
3,0,0,0,3
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
7,0,0,0,7
8,0,0,0,8
1,2,0,0,3
1,0,0,0,1
1,0,0,0,1
8,0,0,0,8
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
8,0,0,0,8
2,0,0,0,2
7,2,0,0,9
4,0,2,0,6
6,0,0,0,6
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
5,1,1,0,7
36,0,0,0,36
2,0,0,0,2
6,0,0,0,6
2,0,0,0,2
1,4,0,0,5
3,2,0,0,5
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
26,0,0,0,26
4,0,0,0,4
1,0,0,0,1
3,0,0,0,3
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
12,0,0,0,12
2,0,0,0,2
30,31,12,0,73
7,2,0,0,9
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,5,2,0,9
2,0,0,0,2
1,0,0,0,1
11,0,0,0,11
1,0,0,0,1
6,3,0,0,9
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
42,1,0,0,43
1,0,0,0,1
10,0,0,0,10
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
19,0,0,0,19
7,0,0,0,7
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
9,0,0,0,9
1,0,0,0,1
14,67,4,0,85
14,0,0,0,14
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
66,0,0,0,66
15,0,0,0,15
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
14,0,0,0,14
1,0,0,0,1
10,0,0,0,10
2,0,0,0,2
2,0,0,0,2
4,0,0,0,4
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
4,714,1,0,719
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
58,0,0,0,58
14,3,16,0,33
3,0,0,0,3
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
37,2,0,0,39
3,0,0,0,3
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
10,2,0,0,12
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
4,1,0,0,5
1,0,0,0,1
6,1,2,0,9
42,0,0,0,42
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,15,0,0,17
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
10,10,1,0,21
2,0,0,0,2
4,0,0,0,4
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
46,3,3,0,52
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
4,0,0,0,4
4,0,0,0,4
7,0,0,0,7
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
15,1,0,0,16
105,63,9,0,177
7,0,0,0,7
1,0,0,0,1
6,0,0,0,6
16,9,0,0,25
10,0,0,0,10
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
16,4,0,0,20
1,0,0,0,1
9,0,0,0,9
21,9,1,0,31
55,31,1,0,87
1,0,0,0,1
1,1,1,0,3
1,0,0,0,1
8,2,0,0,10
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,2,0,0,3
1,0,0,0,1
1,0,0,0,1
14,0,0,0,14
2,0,0,0,2
12,0,0,0,12
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
1,2,0,0,3
1,0,0,0,1
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
13,0,0,0,13
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
6,83,0,0,89
4,0,0,0,4
9,0,0,0,9
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
5,0,0,0,5
1,0,0,0,1
2,0,0,0,2
2,2,0,0,4
6,0,0,0,6
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
18,1,0,0,19
1,0,0,0,1
1,0,0,0,1
7,0,0,0,7
1,0,0,0,1
29,27,0,0,56
5,0,0,0,5
8,0,0,0,8
1,0,0,0,1
2,0,0,0,2
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
17,4,2,0,23
3,0,0,0,3
6,0,0,0,6
6,0,0,0,6
1,0,0,0,1
2,0,0,0,2
50,36,1,0,87
1,4,0,0,5
12,5,1,0,18
15,17,5,0,37
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
18,0,0,0,18
1,0,0,0,1
24,24,3,0,51
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
4,0,0,0,4
4,0,0,0,4
40,0,0,0,40
2,0,0,0,2
6,0,0,0,6
1,0,0,0,1
19,0,0,0,19
1,0,0,0,1
1,0,0,0,1
17,0,0,0,17
4,0,0,0,4
11,0,0,0,11
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
4,0,0,0,4
6,0,0,0,6
8,0,0,0,8
6,0,0,0,6
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
1,0,0,0,1
50,3,0,0,53
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
28,0,0,0,28
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
2,0,0,0,2
107,1,0,0,108
9,0,0,0,9
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,2,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
6,0,0,0,6
2,0,0,0,2
3,0,0,0,3
2,0,0,0,2
4,0,0,0,4
1,0,0,0,1
46,0,0,0,46
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
6,0,0,0,6
2,0,0,0,2
3,0,0,0,3
2,0,0,0,2
4,0,0,0,4
1,0,0,0,1
50,0,0,0,50
1,0,0,0,1
1,0,0,0,1
9,4,0,0,13
1,0,0,0,1
1,3,0,0,4
32,21,0,0,53
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
14,0,0,0,14
4,0,0,0,4
5,0,0,0,5
1,0,0,0,1
17,0,0,0,17
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
3,0,0,0,3
6,0,0,0,6
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
6,3,0,0,9
1,0,0,0,1
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
68,0,0,0,68
2,0,0,0,2
3,0,0,0,3
2,0,0,0,2
12,0,0,0,12
1,0,0,0,1
15,0,0,0,15
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
18,54,0,0,72
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
4,4,0,0,8
2,0,0,0,2
62,3,0,0,65
1,0,0,0,1
1,0,0,0,1
24,3,3,0,30
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
4,0,0,0,4
14,0,0,0,14
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
5,1,0,0,6
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
12,0,0,0,12
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
3,0,0,0,3
2,0,0,0,2
7,0,0,0,7
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
1,0,0,0,1
1,0,0,0,1
5,0,0,0,5
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
19,0,0,0,19
1,0,0,0,1
2,0,0,0,2
1,36,0,0,37
27,0,0,0,27
2,0,0,0,2
2,0,0,0,2
4,0,0,0,4
1,0,0,0,1
15,1,0,0,16
2,0,0,0,2
2,0,0,0,2
2,0,0,0,2
9,0,0,0,9
1,0,0,0,1
8,10,3,0,21
11,33,1,0,45
11,1,0,0,12
4,0,0,0,4
1,2,1,0,4
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
61,0,0,0,61
5,0,0,0,5
1,0,0,0,1
4,0,0,0,4
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
35,23,0,0,58
9,25,0,0,34
4,7,2,0,13
23,0,0,0,23
7,1,1,0,9
1,0,0,0,1
15,0,0,0,15
4,0,0,0,4
1,0,0,0,1
2,0,0,0,2
2,0,0,0,2
3,8,0,0,11
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
39,4,4,0,47
2,0,0,0,2
1,0,0,0,1
4,0,0,0,4
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
34,0,0,0,34
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
2,0,0,0,2
27,16,0,0,43
6,0,0,0,6
2,0,0,0,2
1,0,0,0,1
3,0,0,0,3
3,0,0,0,3
19,0,0,0,19
1,0,0,0,1
1,0,0,0,1
14,0,0,0,14
3,0,2,0,5
9,2,1,0,12
1,0,0,0,1
1,0,0,0,1
1,6,0,0,7
1,0,0,0,1
1,0,0,0,1
6,0,0,0,6
36,1,0,0,37
3,0,0,0,3
10,2,1,0,13
3,0,0,0,3
2,0,0,0,2
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
19,0,0,0,19
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
5,1,0,0,6
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
28,0,0,0,28
1,0,0,0,1
1,0,0,0,1
2,0,0,0,2
1,0,0,0,1
11,4,0,0,15
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
26,17,2,0,45
2,0,0,0,2
88,1,0,0,89
1,1,0,0,2
14,338,6,0,358
1,0,0,0,1
33,15,4,0,52
1,0,0,0,1
8,0,0,0,8
1,0,0,0,1
1,0,0,0,1
